hour,day_name,category,followers_count,duration_seconds,hashtag_count,caption_length,has_trending_audio,female_presence_score,face_count,brightness_score,colorfulness_score,engagement_rate,engagement_score,source,is_weekend,is_peak_hour,is_morning,is_high_eng_category,is_short_reel,followers_log,hashtag_optimal,engagement_potential,day_num,category_enc
18,Thursday,Entertainment,15000,30,3,222,1,0.23,3,1.0,0.34,0.1311,3952,tiktok_synthetic,0,1,0,1,1,9.61587214452889,0,4.160348857811555,3,2
13,Tuesday,Business,15000,15,24,14,1,0.19,0,0.43,0.29,0.0935,937,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.028348857811555,1,0
7,Monday,Education,5000,15,8,128,1,0.01,4,0.42,0.24,0.0909,381,tiktok_synthetic,0,0,1,0,1,8.517393171418904,1,3.5409572685675617,0,1
14,Friday,Entertainment,5000,15,3,258,1,0.41,4,0.32,0.6,0.1085,563,tiktok_synthetic,0,0,0,1,1,8.517393171418904,0,3.6729572685675618,4,2
22,Saturday,Sports,50000,30,6,176,1,0.9,0,0.99,0.81,0.1345,16586,tiktok_synthetic,1,0,0,1,1,10.819798284210286,1,4.867919313684115,5,4
23,Monday,Lifestyle,50000,60,4,251,1,0.9,0,0.54,0.97,0.1123,6446,tiktok_synthetic,0,0,0,0,0,10.819798284210286,0,4.809919313684114,0,3
18,Thursday,Entertainment,150000,15,15,289,1,0.13,3,0.83,0.41,0.1293,45774,tiktok_synthetic,0,1,0,1,1,11.918397239722838,1,5.041358895889135,3,2
6,Friday,Sports,50000,15,16,247,1,0.2,2,0.34,0.3,0.115,5865,tiktok_synthetic,0,0,0,1,1,10.819798284210286,0,4.495919313684114,4,4
17,Sunday,Sports,50000,60,19,315,1,0.41,3,0.51,0.52,0.1247,12236,tiktok_synthetic,1,0,0,1,0,10.819798284210286,0,4.615919313684115,6,4
10,Monday,Business,5000,45,13,214,1,0.78,2,0.74,0.24,0.1,650,tiktok_synthetic,0,0,1,0,1,8.517393171418904,1,3.758957268567562,0,0
13,Thursday,Education,5000,90,5,323,1,0.61,5,0.67,0.47,0.115,960,tiktok_synthetic,0,0,0,0,0,8.517393171418904,1,3.7569572685675614,3,1
20,Thursday,Lifestyle,1000000,15,9,10,1,0.51,1,0.45,0.71,0.1335,359252,tiktok_synthetic,0,1,0,0,1,13.815511557963774,1,5.860204623185511,3,3
8,Saturday,Lifestyle,5000,15,12,180,1,0.59,3,0.62,0.33,0.1173,1341,tiktok_synthetic,1,0,1,0,1,8.517393171418904,1,3.7149572685675616,5,3
11,Tuesday,Business,50000,30,13,176,1,0.1,1,0.38,0.71,0.0938,8649,tiktok_synthetic,0,0,0,0,1,10.819798284210286,1,4.565919313684114,1,0
18,Monday,Business,5000,30,12,267,1,0.48,0,0.68,0.98,0.1373,524,tiktok_synthetic,0,1,0,0,1,8.517393171418904,1,3.834957268567562,0,0
17,Thursday,Business,50000,30,10,72,0,0.99,3,0.37,0.89,0.078,5161,tiktok_synthetic,0,0,0,0,1,10.819798284210286,1,4.777919313684115,3,0
23,Wednesday,Entertainment,50000,30,7,281,0,0.09,5,0.75,0.49,0.1081,11407,tiktok_synthetic,0,0,0,1,1,10.819798284210286,1,4.593919313684115,2,2
6,Thursday,Entertainment,5000,15,4,46,1,0.52,0,0.41,0.54,0.1102,627,tiktok_synthetic,0,0,0,1,1,8.517393171418904,0,3.700957268567562,3,2
12,Tuesday,Tech,15000,30,17,25,1,0.3,5,0.68,0.54,0.1153,3740,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.150348857811555,1,5
17,Thursday,Lifestyle,50000,45,18,263,0,0.54,5,0.39,0.89,0.0775,3506,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.691919313684115,3,3
15,Saturday,Entertainment,15000,30,6,345,0,0.57,4,0.58,1.0,0.1093,1506,tiktok_synthetic,1,0,0,1,1,9.61587214452889,1,4.276348857811556,5,2
17,Sunday,Entertainment,5000,45,24,36,1,0.58,0,0.55,0.86,0.1272,1105,tiktok_synthetic,1,0,0,1,1,8.517393171418904,0,3.804957268567562,6,2
16,Monday,Education,50000,30,18,120,1,0.85,5,0.83,0.65,0.1229,8285,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.793919313684115,0,1
9,Saturday,Education,5000,15,14,242,1,0.39,4,0.75,0.28,0.1346,613,tiktok_synthetic,1,0,1,0,1,8.517393171418904,1,3.6909572685675616,5,1
11,Monday,Sports,150000,15,16,73,1,0.52,2,0.96,0.96,0.1434,18383,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,5.2553588958891355,0,4
14,Friday,Education,15000,30,14,106,1,0.01,4,0.95,0.89,0.0935,2132,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.216348857811556,4,1
15,Monday,Lifestyle,5000,7,23,276,0,0.79,2,0.81,0.87,0.0856,641,tiktok_synthetic,0,0,0,0,0,8.517393171418904,0,3.9009572685675615,0,3
10,Friday,Education,50000,45,18,335,1,0.26,4,0.84,0.51,0.1018,4645,tiktok_synthetic,0,0,1,0,1,10.819798284210286,0,4.649919313684115,4,1
18,Saturday,Sports,15000,60,18,241,0,0.82,4,0.74,0.56,0.1337,4587,tiktok_synthetic,1,1,0,1,0,9.61587214452889,0,4.270348857811555,5,4
14,Wednesday,Entertainment,15000,30,24,57,1,0.27,1,0.78,0.3,0.1069,1015,tiktok_synthetic,0,0,0,1,1,9.61587214452889,0,4.1163488578115555,2,2
7,Tuesday,Lifestyle,15000,7,14,219,0,0.01,1,0.73,0.95,0.0685,2030,tiktok_synthetic,0,0,1,0,0,9.61587214452889,1,4.184348857811556,1,3
23,Wednesday,Lifestyle,15000,90,4,85,1,0.15,0,0.52,0.95,0.107,1544,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.170348857811556,2,3
6,Friday,Lifestyle,15000,15,16,256,1,0.99,5,0.55,0.4,0.1343,2957,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.234348857811557,4,3
17,Thursday,Entertainment,5000,15,13,325,1,0.32,1,0.7,0.76,0.1207,1006,tiktok_synthetic,0,0,0,1,1,8.517393171418904,1,3.762957268567562,3,2
15,Thursday,Business,15000,30,11,77,0,0.11,2,0.8,0.36,0.0666,1251,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.1003488578115554,3,0
7,Wednesday,Entertainment,15000,45,24,322,0,0.12,1,0.58,0.51,0.1059,2637,tiktok_synthetic,0,0,1,1,1,9.61587214452889,0,4.088348857811556,2,2
14,Thursday,Entertainment,50000,15,9,73,1,0.31,0,0.4,0.44,0.1412,11642,tiktok_synthetic,0,0,0,1,1,10.819798284210286,1,4.557919313684115,3,2
7,Friday,Lifestyle,50000,30,14,191,0,0.04,3,0.62,0.51,0.0709,3004,tiktok_synthetic,0,0,1,0,1,10.819798284210286,1,4.561919313684115,4,3
19,Saturday,Lifestyle,15000,30,19,89,0,0.51,2,0.97,0.45,0.1372,3486,tiktok_synthetic,1,1,0,0,1,9.61587214452889,0,4.232348857811556,5,3
16,Tuesday,Lifestyle,150000,15,11,212,1,0.21,3,0.45,0.48,0.1235,28602,tiktok_synthetic,0,0,0,0,1,11.918397239722838,1,4.995358895889135,1,3
16,Sunday,Tech,150000,15,8,191,1,0.52,2,0.75,0.83,0.1212,28584,tiktok_synthetic,1,0,0,0,1,11.918397239722838,1,5.187358895889136,6,5
22,Monday,Lifestyle,50000,45,14,223,0,0.14,5,0.99,0.44,0.0865,7532,tiktok_synthetic,0,0,0,0,1,10.819798284210286,1,4.641919313684115,0,3
9,Friday,Lifestyle,50000,30,22,129,1,0.43,5,0.56,0.85,0.1118,3896,tiktok_synthetic,0,0,1,0,1,10.819798284210286,0,4.695919313684115,4,3
18,Sunday,Tech,15000,15,12,250,1,0.6,5,0.92,0.65,0.1559,3916,tiktok_synthetic,1,1,0,0,1,9.61587214452889,1,4.280348857811556,6,5
12,Friday,Entertainment,500000,15,11,344,1,0.06,0,0.9,0.82,0.1024,90031,tiktok_synthetic,0,0,0,1,1,13.122365377402328,1,5.604946150960931,4,2
21,Monday,Lifestyle,5000,30,14,211,0,0.4,1,0.54,0.94,0.0977,388,tiktok_synthetic,0,1,0,0,1,8.517393171418904,1,3.782957268567562,0,3
6,Monday,Education,15000,60,3,301,1,0.3,3,0.37,0.31,0.0785,1632,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.042348857811556,0,1
18,Tuesday,Entertainment,50000,15,4,63,1,0.24,3,0.42,0.48,0.1443,14575,tiktok_synthetic,0,1,0,1,1,10.819798284210286,0,4.5559193136841145,1,2
6,Tuesday,Sports,5000,30,21,154,1,0.6,1,0.56,0.24,0.1441,585,tiktok_synthetic,0,0,0,1,1,8.517393171418904,0,3.686957268567562,1,4
16,Tuesday,Business,5000,15,3,95,1,0.59,0,0.97,0.53,0.1142,858,tiktok_synthetic,0,0,0,0,1,8.517393171418904,0,3.8249572685675615,1,0
11,Thursday,Sports,50000,15,18,31,1,0.63,1,0.49,0.39,0.1104,4095,tiktok_synthetic,0,0,0,1,1,10.819798284210286,0,4.629919313684115,3,4
8,Friday,Lifestyle,50000,7,18,340,1,0.16,4,0.95,0.66,0.1104,9860,tiktok_synthetic,0,0,1,0,0,10.819798284210286,0,4.681919313684115,4,3
17,Saturday,Business,50000,45,20,301,1,0.29,4,0.43,0.83,0.1061,9964,tiktok_synthetic,1,0,0,0,1,10.819798284210286,0,4.637919313684115,5,0
10,Monday,Entertainment,150000,30,20,245,1,0.21,5,0.98,0.59,0.1345,40976,tiktok_synthetic,0,0,1,1,1,11.918397239722838,0,5.123358895889135,0,2
14,Friday,Entertainment,5000,60,15,38,0,0.54,4,0.51,0.47,0.0994,687,tiktok_synthetic,0,0,0,1,0,8.517393171418904,1,3.7109572685675616,4,2
17,Sunday,Education,5000,45,24,192,0,0.46,3,0.74,0.32,0.1047,412,tiktok_synthetic,1,0,0,0,1,8.517393171418904,0,3.710957268567562,6,1
15,Friday,Education,50000,60,14,169,1,0.33,5,0.35,0.22,0.1001,5259,tiktok_synthetic,0,0,0,0,0,10.819798284210286,1,4.5079193136841145,4,1
10,Tuesday,Lifestyle,15000,15,11,27,1,0.79,3,0.51,0.74,0.101,1939,tiktok_synthetic,0,0,1,0,1,9.61587214452889,1,4.254348857811556,1,3
10,Tuesday,Lifestyle,50000,15,7,47,1,0.09,0,0.45,0.22,0.1018,11650,tiktok_synthetic,0,0,1,0,1,10.819798284210286,1,4.479919313684114,1,3
14,Friday,Education,5000,90,11,110,1,0.97,2,0.3,0.94,0.0973,966,tiktok_synthetic,0,0,0,0,0,8.517393171418904,1,3.848957268567562,4,1
22,Tuesday,Tech,15000,45,15,299,1,0.12,1,0.41,0.68,0.1053,2881,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.088348857811556,1,5
15,Thursday,Sports,15000,60,18,182,0,0.77,2,0.72,0.48,0.0933,2651,tiktok_synthetic,0,0,0,1,0,9.61587214452889,0,4.240348857811556,3,4
6,Monday,Entertainment,50000,7,12,76,1,0.37,3,0.57,0.23,0.1196,11552,tiktok_synthetic,0,0,0,1,0,10.819798284210286,1,4.561919313684115,0,2
21,Sunday,Lifestyle,15000,30,18,200,1,0.87,1,0.81,0.53,0.1717,4759,tiktok_synthetic,1,1,0,0,1,9.61587214452889,0,4.288348857811556,6,3
20,Friday,Education,15000,45,16,52,1,0.07,3,0.77,0.89,0.1158,2865,tiktok_synthetic,0,1,0,0,1,9.61587214452889,0,4.192348857811556,4,1
22,Monday,Education,15000,7,4,132,0,0.37,0,0.86,0.98,0.0771,1525,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.288348857811555,0,1
18,Thursday,Business,5000,30,21,287,1,0.34,5,0.91,0.27,0.1414,1037,tiktok_synthetic,0,1,0,0,1,8.517393171418904,0,3.7109572685675616,3,0
6,Sunday,Education,5000,30,13,205,0,0.99,1,0.87,0.82,0.0935,735,tiktok_synthetic,1,0,0,0,1,8.517393171418904,1,3.942957268567562,6,1
13,Tuesday,Lifestyle,15000,7,21,342,0,0.99,3,0.61,0.41,0.0968,2941,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.248348857811556,1,3
10,Wednesday,Lifestyle,15000,15,13,134,1,0.19,4,0.52,0.5,0.0934,1639,tiktok_synthetic,0,0,1,0,1,9.61587214452889,1,4.088348857811556,2,3
11,Thursday,Tech,15000,15,16,105,1,0.63,4,0.65,0.64,0.1142,2318,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.230348857811556,3,5
19,Wednesday,Tech,15000,15,17,166,0,0.54,3,0.67,1.0,0.1255,3673,tiktok_synthetic,0,1,0,0,1,9.61587214452889,0,4.288348857811556,2,5
16,Monday,Lifestyle,50000,30,9,49,0,0.15,2,0.52,0.37,0.0974,9179,tiktok_synthetic,0,0,0,0,1,10.819798284210286,1,4.535919313684115,0,3
11,Friday,Entertainment,150000,15,17,182,1,0.17,5,0.68,0.3,0.111,25946,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,4.997358895889135,4,2
16,Sunday,Business,15000,15,10,182,1,0.99,0,0.37,0.68,0.1201,2117,tiktok_synthetic,1,0,0,0,1,9.61587214452889,1,4.254348857811556,6,0
18,Tuesday,Lifestyle,5000,60,6,129,0,0.45,0,0.46,0.88,0.1115,844,tiktok_synthetic,0,1,0,0,0,8.517393171418904,1,3.764957268567562,1,3
17,Sunday,Sports,5000,30,20,282,1,0.13,3,0.82,0.72,0.1483,1184,tiktok_synthetic,1,0,0,1,1,8.517393171418904,0,3.740957268567562,6,4
7,Thursday,Lifestyle,50000,30,16,328,0,0.21,0,0.43,0.48,0.0838,5236,tiktok_synthetic,0,0,1,0,1,10.819798284210286,0,4.551919313684115,3,3
8,Tuesday,Tech,15000,45,23,270,1,0.27,1,0.4,0.98,0.0867,2460,tiktok_synthetic,0,0,1,0,1,9.61587214452889,0,4.176348857811556,1,5
9,Wednesday,Entertainment,5000,60,20,290,1,0.51,0,0.5,1.0,0.1253,983,tiktok_synthetic,0,0,1,1,0,8.517393171418904,0,3.808957268567562,2,2
22,Wednesday,Education,50000,7,6,338,1,0.34,4,0.56,0.82,0.0832,9093,tiktok_synthetic,0,0,0,0,0,10.819798284210286,1,4.671919313684114,2,1
11,Saturday,Sports,5000,30,4,133,0,0.46,3,0.53,0.84,0.1319,666,tiktok_synthetic,1,0,0,1,1,8.517393171418904,0,3.772957268567562,5,4
12,Sunday,Entertainment,50000,30,23,287,1,0.17,1,0.56,0.81,0.1308,12605,tiktok_synthetic,1,0,0,1,1,10.819798284210286,0,4.635919313684115,6,2
20,Friday,Sports,15000,15,8,102,1,0.33,0,0.4,0.41,0.1462,3480,tiktok_synthetic,0,1,0,1,1,9.61587214452889,1,4.074348857811556,4,4
16,Wednesday,Tech,50000,45,13,44,0,0.07,4,0.42,0.32,0.0676,4251,tiktok_synthetic,0,0,0,0,1,10.819798284210286,1,4.489919313684115,2,5
8,Friday,Business,5000,90,3,320,0,0.89,5,0.47,0.64,0.0818,297,tiktok_synthetic,0,0,1,0,0,8.517393171418904,0,3.8069572685675617,4,0
11,Saturday,Education,500000,90,17,137,1,0.2,2,0.58,0.96,0.1192,95529,tiktok_synthetic,1,0,0,0,0,13.122365377402328,0,5.596946150960932,5,1
7,Thursday,Business,50000,15,14,29,1,0.76,0,0.54,0.9,0.1149,6911,tiktok_synthetic,0,0,1,0,1,10.819798284210286,1,4.767919313684114,3,0
19,Saturday,Entertainment,5000,15,20,270,0,0.35,4,0.85,0.29,0.1459,802,tiktok_synthetic,1,1,0,1,1,8.517393171418904,0,3.7049572685675614,5,2
14,Friday,Entertainment,5000,90,7,176,1,0.47,5,0.67,0.25,0.1229,919,tiktok_synthetic,0,0,0,1,0,8.517393171418904,1,3.6849572685675613,4,2
23,Wednesday,Lifestyle,15000,30,13,328,0,0.29,5,0.7,0.9,0.0639,1175,tiktok_synthetic,0,0,0,0,1,9.61587214452889,1,4.224348857811555,2,3
17,Monday,Sports,150000,15,23,245,0,0.7,4,0.69,0.69,0.1083,34423,tiktok_synthetic,0,0,0,1,1,11.918397239722838,0,5.183358895889135,0,4
18,Friday,Education,150000,45,21,41,1,0.84,4,0.58,0.44,0.1413,37248,tiktok_synthetic,0,1,0,0,1,11.918397239722838,0,5.139358895889135,4,1
17,Tuesday,Tech,15000,15,24,240,0,0.29,4,0.99,0.65,0.076,1502,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.232348857811556,1,5
17,Monday,Business,150000,15,3,200,1,0.24,2,0.33,0.38,0.0977,16301,tiktok_synthetic,0,0,0,0,1,11.918397239722838,0,4.957358895889135,0,0
23,Sunday,Sports,5000,60,19,339,1,0.68,3,0.45,0.96,0.1161,1164,tiktok_synthetic,1,0,0,1,0,8.517393171418904,0,3.824957268567562,6,4
14,Friday,Lifestyle,5000,15,10,154,1,0.2,4,0.5,0.86,0.1018,962,tiktok_synthetic,0,0,0,0,1,8.517393171418904,1,3.718957268567562,4,3
22,Tuesday,Lifestyle,500000,7,18,110,1,0.64,3,0.92,0.97,0.0963,53681,tiktok_synthetic,0,0,0,0,0,13.122365377402328,0,5.754946150960932,1,3
21,Sunday,Entertainment,150000,15,13,88,1,0.09,5,0.94,0.35,0.1698,40183,tiktok_synthetic,1,1,0,1,1,11.918397239722838,1,5.043358895889135,6,2
22,Saturday,Lifestyle,15000,30,21,169,1,0.62,2,0.89,0.87,0.1344,4622,tiktok_synthetic,1,0,0,0,1,9.61587214452889,0,4.322348857811557,5,3
13,Monday,Lifestyle,150000,15,13,264,1,0.51,5,0.59,0.65,0.1086,33872,tiktok_synthetic,0,0,0,0,1,11.918397239722838,1,5.117358895889136,0,3
16,Friday,Lifestyle,500000,30,17,288,0,0.11,2,0.94,0.46,0.0874,41910,tiktok_synthetic,0,0,0,0,1,13.122365377402328,0,5.5509461509609315,4,3
7,Thursday,Sports,150000,30,10,197,1,0.65,5,0.37,0.58,0.1392,33428,tiktok_synthetic,0,0,1,1,1,11.918397239722838,1,5.0873588958891345,3,4
13,Saturday,Entertainment,150000,60,16,219,1,0.45,1,0.76,0.96,0.1282,34159,tiktok_synthetic,1,0,0,1,0,11.918397239722838,0,5.201358895889135,5,2
17,Tuesday,Lifestyle,150000,15,3,250,0,0.22,1,0.96,0.75,0.0624,8040,tiktok_synthetic,0,0,0,0,1,11.918397239722838,0,5.153358895889135,1,3
6,Thursday,Sports,5000,60,12,65,1,0.35,4,0.83,0.49,0.1232,1403,tiktok_synthetic,0,0,0,1,0,8.517393171418904,1,3.7409572685675614,3,4
18,Wednesday,Entertainment,150000,15,9,146,0,0.49,3,0.49,1.0,0.1034,23035,tiktok_synthetic,0,1,0,1,1,11.918397239722838,1,5.163358895889135,2,2
22,Saturday,Sports,5000,45,20,115,0,0.09,5,0.8,0.48,0.1207,932,tiktok_synthetic,1,0,0,1,1,8.517393171418904,0,3.680957268567562,5,4
19,Saturday,Sports,500000,30,14,78,0,0.96,2,0.51,0.85,0.1376,76241,tiktok_synthetic,1,1,0,1,1,13.122365377402328,1,5.712946150960932,5,4
19,Friday,Sports,15000,15,4,199,1,0.67,0,0.38,0.83,0.1539,2928,tiktok_synthetic,0,1,0,1,1,9.61587214452889,0,4.222348857811556,4,4
21,Friday,Entertainment,50000,45,20,201,1,0.1,1,0.8,0.78,0.1466,7331,tiktok_synthetic,0,1,0,1,1,10.819798284210286,0,4.663919313684114,4,2
22,Tuesday,Lifestyle,15000,15,23,287,0,0.82,1,0.43,0.74,0.0728,2189,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.244348857811556,1,3
11,Saturday,Tech,5000,15,9,41,1,0.32,5,0.38,0.29,0.1168,902,tiktok_synthetic,1,0,0,0,1,8.517393171418904,1,3.6049572685675617,5,5
12,Friday,Tech,15000,30,22,184,0,0.6,0,0.69,1.0,0.0912,1139,tiktok_synthetic,0,0,0,0,1,9.61587214452889,0,4.304348857811556,4,5
6,Wednesday,Education,1000000,45,14,267,0,0.28,3,0.73,0.33,0.0795,77826,tiktok_synthetic,0,0,0,0,1,13.815511557963774,1,5.79420462318551,2,1
20,Sunday,Lifestyle,1000000,15,22,132,1,0.73,3,0.34,0.68,0.1433,159502,tiktok_synthetic,1,1,0,0,1,13.815511557963774,0,5.87620462318551,6,3
23,Sunday,Lifestyle,15000,15,16,94,1,0.72,3,0.3,0.4,0.1452,3708,tiktok_synthetic,1,0,0,0,1,9.61587214452889,0,4.130348857811556,6,3
18,Sunday,Education,1000000,7,12,225,0,0.55,4,0.92,0.34,0.0793,173829,tiktok_synthetic,1,1,0,0,0,13.815511557963774,1,5.88820462318551,6,1
7,Friday,Sports,150000,30,11,225,0,0.24,4,0.38,0.65,0.0777,21738,tiktok_synthetic,0,0,1,1,1,11.918397239722838,1,5.021358895889135,4,4
20,Saturday,Tech,50000,30,17,23,1,0.25,5,0.71,0.87,0.1485,11996,tiktok_synthetic,1,1,0,0,1,10.819798284210286,0,4.693919313684115,5,5
17,Sunday,Lifestyle,5000,15,22,46,0,0.38,0,0.97,0.5,0.0935,626,tiktok_synthetic,1,0,0,0,1,8.517393171418904,0,3.776957268567562,6,3
20,Monday,Sports,500000,7,12,36,0,0.15,5,0.66,0.26,0.1023,61455,tiktok_synthetic,0,1,0,1,0,13.122365377402328,1,5.462946150960931,0,4
23,Thursday,Tech,50000,30,21,161,1,0.34,2,0.4,0.7,0.111,8812,tiktok_synthetic,0,0,0,0,1,10.819798284210286,0,4.615919313684114,3,5
19,Saturday,Entertainment,150000,45,21,73,1,0.68,0,0.58,0.81,0.18,41736,tiktok_synthetic,1,1,0,1,1,11.918397239722838,0,5.181358895889135,5,2
11,Wednesday,Sports,150000,45,14,79,1,0.83,2,0.74,0.44,0.1143,27914,tiktok_synthetic,0,0,0,1,1,11.918397239722838,1,5.169358895889135,2,4
17,Saturday,Entertainment,150000,60,14,163,1,0.33,0,0.83,0.75,0.111,20980,tiktok_synthetic,1,0,0,1,0,11.918397239722838,1,5.149358895889136,5,2
11,Wednesday,Sports,50000,7,11,262,0,0.23,4,0.72,0.26,0.0978,3523,tiktok_synthetic,0,0,0,1,0,10.819798284210286,1,4.569919313684115,2,4
14,Saturday,Entertainment,15000,90,22,280,1,0.83,3,0.32,0.49,0.1174,2437,tiktok_synthetic,1,0,0,1,0,9.61587214452889,0,4.174348857811556,5,2
9,Sunday,Lifestyle,15000,15,6,38,0,0.89,1,0.4,0.58,0.1058,1148,tiktok_synthetic,1,0,1,0,1,9.61587214452889,1,4.2203488578115556,6,3
22,Thursday,Education,15000,90,3,83,1,0.41,0,0.56,0.83,0.1092,1555,tiktok_synthetic,0,0,0,0,0,9.61587214452889,0,4.206348857811556,3,1
7,Thursday,Education,5000,15,18,293,1,0.03,0,0.79,0.47,0.0884,507,tiktok_synthetic,0,0,1,0,1,8.517393171418904,0,3.6649572685675613,3,1
21,Wednesday,Sports,50000,30,3,68,1,0.69,1,0.71,0.56,0.1363,8080,tiktok_synthetic,0,1,0,1,1,10.819798284210286,0,4.719919313684115,2,4
19,Saturday,Business,50000,30,15,252,1,0.78,0,0.33,0.7,0.143,5385,tiktok_synthetic,1,1,0,0,1,10.819798284210286,1,4.689919313684114,5,0
13,Thursday,Lifestyle,150000,30,5,338,1,0.02,3,0.86,0.7,0.0864,14974,tiktok_synthetic,0,0,0,0,1,11.918397239722838,1,5.083358895889134,3,3
19,Tuesday,Sports,5000,60,14,158,0,0.6,5,0.72,0.61,0.1191,833,tiktok_synthetic,0,1,0,1,0,8.517393171418904,1,3.792957268567562,1,4
7,Saturday,Education,15000,45,11,19,1,0.59,1,0.92,0.46,0.1148,1897,tiktok_synthetic,1,0,1,0,1,9.61587214452889,1,4.240348857811555,5,1
21,Thursday,Tech,5000,90,6,141,1,0.38,1,0.59,0.74,0.1067,919,tiktok_synthetic,0,1,0,0,0,8.517393171418904,1,3.748957268567562,3,5
9,Monday,Tech,5000,30,4,71,1,0.75,3,0.64,0.87,0.118,958,tiktok_synthetic,0,0,1,0,1,8.517393171418904,0,3.8589572685675617,0,5
6,Monday,Entertainment,5000,30,24,271,0,0.43,3,0.58,0.32,0.1173,1103,tiktok_synthetic,0,0,0,1,1,8.517393171418904,0,3.6729572685675618,0,2
19,Tuesday,Lifestyle,50000,7,24,227,0,0.68,1,0.81,0.47,0.1152,9283,tiktok_synthetic,0,1,0,0,0,10.819798284210286,0,4.719919313684115,1,3
13,Thursday,Education,5000,90,11,241,0,0.52,3,0.83,0.73,0.09,992,tiktok_synthetic,0,0,0,0,0,8.517393171418904,1,3.8229572685675617,3,1
8,Monday,Lifestyle,50000,30,22,345,0,0.25,5,0.81,0.8,0.0812,7199,tiktok_synthetic,0,0,1,0,1,10.819798284210286,0,4.699919313684115,0,3
10,Sunday,Tech,5000,45,15,81,1,0.61,3,0.5,0.83,0.1191,871,tiktok_synthetic,1,0,1,0,1,8.517393171418904,1,3.7949572685675617,6,5
11,Saturday,Lifestyle,150000,30,16,25,0,0.74,5,0.75,0.72,0.113,27612,tiktok_synthetic,1,0,0,0,1,11.918397239722838,0,5.209358895889135,5,3
13,Friday,Education,150000,30,5,47,0,0.97,3,0.54,0.58,0.09,20945,tiktok_synthetic,0,0,0,0,1,11.918397239722838,1,5.185358895889134,4,1
11,Thursday,Sports,500000,90,20,186,1,0.38,1,0.88,0.72,0.1237,90557,tiktok_synthetic,0,0,0,1,0,13.122365377402328,0,5.644946150960932,3,4
11,Tuesday,Lifestyle,500000,15,11,330,1,0.06,0,0.34,0.31,0.0818,60007,tiktok_synthetic,0,0,0,0,1,13.122365377402328,1,5.390946150960931,1,3
9,Thursday,Entertainment,500000,15,17,92,1,0.99,2,0.33,0.37,0.136,92921,tiktok_synthetic,0,0,1,1,1,13.122365377402328,0,5.586946150960932,3,2
12,Wednesday,Tech,150000,15,24,26,1,0.62,1,0.37,0.94,0.1059,24327,tiktok_synthetic,0,0,0,0,1,11.918397239722838,0,5.153358895889134,2,5
12,Wednesday,Tech,50000,45,12,165,0,0.95,2,0.44,0.94,0.084,3768,tiktok_synthetic,0,0,0,0,1,10.819798284210286,1,4.793919313684115,2,5
8,Monday,Entertainment,5000,7,19,181,0,0.1,3,0.33,0.78,0.0885,758,tiktok_synthetic,0,0,1,1,0,8.517393171418904,0,3.6489572685675618,0,2
13,Wednesday,Tech,15000,7,15,79,0,0.34,3,0.35,0.46,0.0781,851,tiktok_synthetic,0,0,0,0,0,9.61587214452889,1,4.076348857811555,2,5
6,Tuesday,Sports,5000,15,3,80,1,0.13,0,0.51,0.72,0.0991,984,tiktok_synthetic,0,0,0,1,1,8.517393171418904,0,3.6789572685675616,1,4
6,Monday,Entertainment,50000,30,13,264,0,0.84,3,0.37,0.75,0.1247,10588,tiktok_synthetic,0,0,0,1,1,10.819798284210286,1,4.719919313684115,0,2
19,Tuesday,Sports,15000,30,7,140,1,0.88,2,0.86,0.61,0.1471,3131,tiktok_synthetic,0,1,0,1,1,9.61587214452889,1,4.316348857811556,1,4
11,Saturday,Entertainment,150000,7,11,58,0,0.5,1,0.34,0.8,0.1217,22095,tiktok_synthetic,1,0,0,1,0,11.918397239722838,1,5.0953588958891345,5,2
15,Tuesday,Sports,500000,90,9,30,1,0.19,1,0.94,0.22,0.1121,59843,tiktok_synthetic,0,0,0,1,0,13.122365377402328,1,5.518946150960931,1,4
19,Wednesday,Sports,15000,90,9,329,1,0.13,5,0.91,0.4,0.1337,3835,tiktok_synthetic,0,1,0,1,0,9.61587214452889,1,4.134348857811556,2,4
9,Saturday,Tech,15000,15,4,229,1,0.59,0,0.45,0.84,0.1452,2041,tiktok_synthetic,1,0,1,0,1,9.61587214452889,0,4.222348857811556,5,5
